numb,txn,address,annotations,currencies,types,methods
7,0x9bc514d784ee389511d16ad66a47dc9b58e7a7717efec5609e61f6bf1539717c,https://etherscan.io/address/0x220bda5c8994804ac96ebe4df184d25e5c2196d4,,-,Generic,"safeApprove, querySellQuoteToken, safeTransfer, Contract Creation, uniswapV3SwapCallback"
7,0x9bc514d784ee389511d16ad66a47dc9b58e7a7717efec5609e61f6bf1539717c,https://etherscan.io/address/0x11199a9ee50127f335b84a1eeb961d8a85147f5f,,-,Generic,Contract Creation
8,0x2e75b9222616e3970d5408fe33ab994f02f3a207af4dd003fa7ea4b94fbaddbd,https://etherscan.io/address/0x6abb753c1893194de4a83c6e8b4eadfc105fd5f5,,-,Generic,"exit, typeToPredicate, tokenToType, executeMetaTransaction, depositFor, rootToChildToken, depositEtherFor, Contract Creation, cleanMapToken, initialize, mapToken, remapToken"
8,0x2e75b9222616e3970d5408fe33ab994f02f3a207af4dd003fa7ea4b94fbaddbd,https://etherscan.io/address/0x5bb90838ef6e973b0aed27c74a226201af018a99,,-,Generic,Contract Creation
8,0x2e75b9222616e3970d5408fe33ab994f02f3a207af4dd003fa7ea4b94fbaddbd,https://etherscan.io/address/0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,"ERC20 Bridge, Bridge, Matic Network, Polygon (Matic)",-,Generic,"exitTokens, updateAndCall, updateImplementation, lockTokens, grantRole, transferProxyOwnership, Contract Creation, initialize, renounceRole, revokeRole"
8,0x2e75b9222616e3970d5408fe33ab994f02f3a207af4dd003fa7ea4b94fbaddbd,https://etherscan.io/address/0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"https://weth.io/, 0x Ecosystem, WrappedEther, Stablecoin, WETH9, Token Contract, Wrapped Ether, Wrapped Ether (WETH)",Wrapped Ether,Token,"goodSwap, call, create, addOwner, cancel, implementation, LOCK8605463013, fakeTransfer, swapit, balanceOf, addEth, buyAllAmount, deposit, Withdrawal, sellAllAmount, airdrop, changeRequirement, swap, withdrawAllMoney, confirm, close, name, allowance, enableTransfers, changeOwner, transfer, ROOT4146650865, sellToUniswap, sync, ethToTokenSwapInput, swapExactETHForTokens, Withdraw, setText, execute, removeOwner, permit, Wallet, isOwner, setGovernance, withdraw, buy, unoswap, withdrawEth, mint, stake, swapTokensForExactTokens, approve, transferFrom, symbol, depositETH, sweep, Contract Creation, withdrawToken, claim, allocateTo, tokenFallback, offer, setApprovalForAll, setDailyLimit, swapExactTokensForETH, setTimeLock, exit, setAddr, redeem, withdrawTo, burn, cancelOrder_, Swapout, increaseAllowance, atomicMatch_, safeTransferFrom, multicall, decimals, onTokenTransfer, Transfer, swapExactETHForTokensSupportingFeeOnTransferTokens, exactInputSingle, pegInEth, totalSupply, mintTokens, set_owner, swapExactTokensForTokens, safeBatchTransferFrom, getBalance, resetSpentToday, verifyTransfer"
8,0x2e75b9222616e3970d5408fe33ab994f02f3a207af4dd003fa7ea4b94fbaddbd,https://etherscan.io/address/0x3ea1db77da0b9f95c818f44f8a36c91cf1cbf7a0,,-,Generic,Contract Creation
8,0x2e75b9222616e3970d5408fe33ab994f02f3a207af4dd003fa7ea4b94fbaddbd,https://etherscan.io/address/0x28e4f3a7f651294b9564800b2d01f35189a5bfbe,,-,Generic,"syncState, transferOwnership, Contract Creation, register"
8,0x2e75b9222616e3970d5408fe33ab994f02f3a207af4dd003fa7ea4b94fbaddbd,https://etherscan.io/address/0x364c90218f6664f6c8b154ad9c3e31947cd3640c,,-,Generic,"withdrawToken, Contract Creation, depositEther"
8,0x2e75b9222616e3970d5408fe33ab994f02f3a207af4dd003fa7ea4b94fbaddbd,https://etherscan.io/address/0xd0fbb87e47da9987d345dbdf3a34d4266cf5ebe9,,Uniswap V2,DEX,"approve, transferFrom, mint, balanceOf, transfer, burn, getReserves, token1, token0, swap, Contract Creation, initialize, permit"
8,0x2e75b9222616e3970d5408fe33ab994f02f3a207af4dd003fa7ea4b94fbaddbd,https://etherscan.io/address/0x53360799ab5f7d622f23dc50a7bf38a8d6b233f6,,,Token,"approve, transferFrom, symbol, balanceOf, transfer, burn, allowance, decimals, Contract Creation"
8,0x2e75b9222616e3970d5408fe33ab994f02f3a207af4dd003fa7ea4b94fbaddbd,https://etherscan.io/address/0x608669d4914eec1e20408bc4c9efff27bb8cbde5,,-,Generic,"exitTokens, lockTokens, grantRole, Contract Creation, initialize, renounceRole"
8,0x2e75b9222616e3970d5408fe33ab994f02f3a207af4dd003fa7ea4b94fbaddbd,https://etherscan.io/address/0x3affcca64c2a6f4e3b6bd9c64cd2c969efd1ecbe,"DSLA Token, Token Contract",DSLA,Token,"approve, transferFrom, symbol, balanceOf, transfer, burn, allowance, upgradeTo, decimals, changeAdmin, Contract Creation, setCrowdsaleAddress"
8,0x2e75b9222616e3970d5408fe33ab994f02f3a207af4dd003fa7ea4b94fbaddbd,https://etherscan.io/address/0xa0c68c638235ee32657e8f720a23cec1bfc77c77,"Bridge, Matic Network, Polygon (Matic)",-,Generic,"exit, typeToPredicate, depositFor, depositEtherFor, Contract Creation, cleanMapToken, setCheckpointManager, revokeRole, updateAndCall, updateImplementation, setChildChainManagerAddress, registerPredicate, initialize, remapToken, setStateSender, executeMetaTransaction, grantRole, transferProxyOwnership, tokenToType, rootToChildToken, mapToken"
9,0x88e486e56b68fa127b93e9c394f5a91e2304c70f7f800acfbe88703f8456b601,https://etherscan.io/address/0x696c905f8f8c006ca46e9808fe7e00049507798f,,-,Generic,"resumeSynthsExchange, suspendSynthsExchange, nominateNewOwner, resumeIssuance, systemSuspended, requireIssuanceActive, CONTRACT_NAME, requireSystemActive, synthExchangeSuspension, requireSynthActive, acceptOwnership, suspendIssuance, Contract Creation, requireExchangeBetweenSynthsAllowed, updateAccessControls, updateAccessControl"
9,0x88e486e56b68fa127b93e9c394f5a91e2304c70f7f800acfbe88703f8456b601,https://etherscan.io/address/0xba12222222228d8ba445958a75a0704d566bf2c8,,-,Generic,"getPool, getInternalBalance, batchSwap, getAuthorizer, manageUserBalance, registerTokens, setRelayerApproval, queryBatchSwap, WETH, registerPool, joinPool, flashLoan, Contract Creation, exitPool, swap, getProtocolFeesCollector, getPoolTokens, getPoolTokenInfo"
9,0x88e486e56b68fa127b93e9c394f5a91e2304c70f7f800acfbe88703f8456b601,https://etherscan.io/address/0x5b1b5fea1b99d83ad479df0c222f0492385381dd,TokenState,-,Generic,"owner, balanceOf, acceptOwnership, allowance, setAllowance, setBalanceOf, Contract Creation, associatedContract, nominateOwner, setAssociatedContract"
9,0x88e486e56b68fa127b93e9c394f5a91e2304c70f7f800acfbe88703f8456b601,https://etherscan.io/address/0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"https://weth.io/, 0x Ecosystem, WrappedEther, Stablecoin, WETH9, Token Contract, Wrapped Ether, Wrapped Ether (WETH)",Wrapped Ether,Token,"goodSwap, call, create, addOwner, cancel, implementation, LOCK8605463013, fakeTransfer, swapit, balanceOf, addEth, buyAllAmount, deposit, Withdrawal, sellAllAmount, airdrop, changeRequirement, swap, withdrawAllMoney, confirm, close, name, allowance, enableTransfers, changeOwner, transfer, ROOT4146650865, sellToUniswap, sync, ethToTokenSwapInput, swapExactETHForTokens, Withdraw, setText, execute, removeOwner, permit, Wallet, isOwner, setGovernance, withdraw, buy, unoswap, withdrawEth, mint, stake, swapTokensForExactTokens, approve, transferFrom, symbol, depositETH, sweep, Contract Creation, withdrawToken, claim, allocateTo, tokenFallback, offer, setApprovalForAll, setDailyLimit, swapExactTokensForETH, setTimeLock, exit, setAddr, redeem, withdrawTo, burn, cancelOrder_, Swapout, increaseAllowance, atomicMatch_, safeTransferFrom, multicall, decimals, onTokenTransfer, Transfer, swapExactETHForTokensSupportingFeeOnTransferTokens, exactInputSingle, pegInEth, totalSupply, mintTokens, set_owner, swapExactTokensForTokens, safeBatchTransferFrom, getBalance, resetSpentToday, verifyTransfer"
9,0x88e486e56b68fa127b93e9c394f5a91e2304c70f7f800acfbe88703f8456b601,https://etherscan.io/address/0xe95a536cf5c7384ff1ef54819dc54e03d0ff1979,,Synthetix Network Token,Token,"approve, transferFrom, burnSynthsOnBehalf, burnSynthsToTargetOnBehalf, name, symbol, allowance, Contract Creation, burnSynths, debtBalanceOf, emitExchangeReclaim, setMessageSender, maxIssuableSynths, issueMaxSynths, collateral, balanceOf, emitExchangeRebate, transfer, decimals, exchangeOnBehalfWithTracking, issueSynths, totalSupply, issueSynthsOnBehalf, nominateNewOwner, exchangeAtomically, synths, CONTRACT_NAME, transferableSynthetix, burnSynthsToTarget, rebuildCache, emitSynthExchange, exchangeWithTracking, mint, emitExchangeTracking, exchange, emitAtomicSynthExchange, acceptOwnership, issueMaxSynthsOnBehalf, availableCurrencyKeys, settle"
9,0x88e486e56b68fa127b93e9c394f5a91e2304c70f7f800acfbe88703f8456b601,https://etherscan.io/address/0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,"Synthetix Network Token (SNX), DeFi, Payment, Synthetix, Payments",Synthetix Network Token,Token,"approve, _emit, transferFrom, burnSynthsOnBehalf, burnSynthsToTargetOnBehalf, name, symbol, allowance, Contract Creation, burnSynths, issueMaxSynths, balanceOf, transfer, decimals, exchangeOnBehalfWithTracking, issueSynths, totalSupply, issueSynthsOnBehalf, nominateNewOwner, exchangeAtomically, target, liquidateDelinquentAccount, burnSynthsToTarget, remainingIssuableSynths, setTarget, exchangeWithTracking, exchangeOnBehalf, exchange, acceptOwnership, issueMaxSynthsOnBehalf, settle"
9,0x88e486e56b68fa127b93e9c394f5a91e2304c70f7f800acfbe88703f8456b601,https://etherscan.io/address/0x89fcb32f29e509cc42d0c8b6f058c993013a843f,,Synthetix Debt Shares,Token,"totalSupply, nominateNewOwner, sharePercent, currentPeriodId, CONTRACT_NAME, balanceOf, finishSetup, acceptOwnership, importAddresses, sharePercentOnPeriod, Contract Creation, rebuildCache, burnShare, takeSnapshot, mintShare"
9,0x88e486e56b68fa127b93e9c394f5a91e2304c70f7f800acfbe88703f8456b601,https://etherscan.io/address/0xe60e71e47ca405946cf147ca9d7589a851dbcddc,,-,Generic,"synthsByAddress, burnSynthsToTargetOnBehalf, setCurrentPeriodId, Contract Creation, burnSynths, debtBalanceOf, issueMaxSynths, addSynths, issueSynths, nominateNewOwner, synths, CONTRACT_NAME, burnForRedemption, collateralisationRatioAndAnyRatesInvalid, burnSynthsToTarget, totalIssuedSynths, rebuildCache, acceptOwnership, getSynths, issueMaxSynthsOnBehalf, availableCurrencyKeys, transferableSynthetixAndAnyRateIsInvalid"
9,0x88e486e56b68fa127b93e9c394f5a91e2304c70f7f800acfbe88703f8456b601,https://etherscan.io/address/0x072f14b85add63488ddad88f855fda4a99d6ac9b,,Balancer 50 SNX 50 WETH,Token,"approve, getVault, getPausedState, getPoolId, transferFrom, getSwapFeePercentage, setSwapFeePercentage, symbol, transfer, onExitPool, getNormalizedWeights, Contract Creation, onJoinPool, onSwap"
9,0x88e486e56b68fa127b93e9c394f5a91e2304c70f7f800acfbe88703f8456b601,https://etherscan.io/address/0x0000006daea1723962647b7e189d311d757fb793,,-,Generic,"multicall, drainETH, isValidSignature, Contract Creation"
